Thickness,Temp,STD
0.835856,22.030677,0.000693
0.835855,22.020243,0.000755
0.835851,22.015197,0.001446
0.835853,22.019215,0.001217
0.835851,22.029207,0.001188
0.835855,22.037764,0.00132
0.835855,22.040598,0.000595
0.835856,22.047235,0.00048
0.83587,22.055459,0.004143
0.835876,22.064341,0.00219
0.835878,22.07359,0.000787
0.835877,22.077028,0.000463
0.835873,22.069006,0.00167
0.835877,22.059444,0.001734
0.835876,22.053371,0.000901
0.835878,22.054883,0.001324
0.835876,22.042869,0.001082
0.835878,22.04082,0.000786
0.835874,22.021153,0.001068
0.835881,22.013251,0.002182
0.83588,22.020108,0.001137
0.835879,22.036918,0.001089
0.835881,22.045142,0.000764
0.83588,22.039049,0.000456
0.835878,22.046436,0.001214
0.835879,22.051074,0.000767
0.835884,22.055254,0.001894
0.835896,22.0539,0.00403
0.835894,22.060587,0.000565
0.835894,22.080369,0.000838
0.835895,22.096297,0.000584
0.835896,22.110744,0.00077
0.835898,22.118392,0.000878
0.835899,22.128103,0.000858
0.835899,22.130669,0.00047
0.835901,22.140084,0.001271
0.8359,22.138001,0.000879
0.835901,22.144536,0.000668
0.835901,22.139096,0.000352
0.835904,22.137091,0.000574
0.835903,22.141319,0.000648
0.835902,22.134547,0.00073
0.835904,22.136899,0.00077
0.835904,22.144702,0.000389
0.835905,22.141238,0.000457
0.835902,22.132992,0.001392
0.835903,22.131675,0.001024
0.835909,22.126704,0.002052
0.835906,22.125728,0.001063
0.835905,22.122887,0.000579
0.835906,22.126875,0.000726
0.835906,22.12611,0.000727
0.835908,22.126304,0.001034
0.835909,22.119697,0.000558
0.835911,22.120293,0.000776
0.835909,22.122168,0.000624
0.835909,22.121791,0.00068
0.835908,22.120733,0.000525
0.835909,22.125773,0.000423
0.835907,22.129665,0.000492
0.83591,22.138954,0.001291
0.835908,22.144825,0.000969
0.83591,22.15308,0.000914
0.835912,22.157159,0.000665
0.835911,22.160778,0.000505
0.835912,22.154725,0.000763
0.835912,22.153135,0.000983
0.835912,22.140395,0.000537
0.83591,22.133697,0.001019
0.83591,22.135524,0.000963
0.835911,22.135609,0.000791
0.835911,22.13347,0.000326
0.835911,22.130659,0.00042
0.835911,22.126333,0.000675
0.835909,22.124588,0.000679
0.835908,22.130483,0.00048
0.835908,22.140129,0.000625
0.835909,22.133678,0.000501
0.835909,22.131688,0.000609
0.835909,22.143544,0.000644
0.835907,22.147544,0.000934
0.835911,22.154282,0.001511
0.835908,22.163239,0.000891
0.835906,22.154173,0.000831
0.835907,22.148168,0.000434
0.835907,22.145204,0.000399
0.835907,22.146212,0.000631
0.835906,22.136111,0.000432
0.835907,22.136289,0.00054
0.835907,22.134258,0.000477
0.835906,22.134107,0.000568
0.835906,22.131543,0.000541
0.835907,22.121762,0.000562
0.835905,22.11011,0.000636
0.835905,22.106257,0.00046
0.835906,22.080115,0.000774
0.835906,22.062548,0.00055
0.835905,22.048212,0.00056
0.835902,22.042375,0.001519
0.835904,22.030093,0.001316
0.835903,22.02385,0.000586
0.835901,22.014906,0.000639
0.835903,22.003824,0.00074
0.835902,21.998995,0.000441
0.835902,21.980922,0.000661
0.835904,21.970918,0.001021
0.835902,21.96399,0.000559
0.835904,21.958145,0.000372
0.835902,21.950333,0.000498
0.8359,21.930722,0.000486
0.835901,21.917927,0.000421
0.835901,21.907178,0.000346
0.835902,21.898864,0.000534
0.835901,21.887717,0.000446
0.835901,21.882961,0.000487
0.835902,21.883746,0.000511
0.835898,21.878979,0.001326
0.8359,21.875208,0.000668
0.835904,21.865701,0.001226
0.835901,21.858555,0.000995
0.835903,21.857399,0.001095
0.835902,21.857294,0.00085
0.835902,21.846387,0.000504
0.835902,21.846997,0.000548
0.835903,21.841371,0.000738
0.835903,21.839092,0.000597
0.835903,21.845182,0.000725
0.835903,21.852577,0.000511
0.835905,21.856195,0.000833
0.835907,21.853394,0.000453
0.835904,21.845395,0.000996
0.835907,21.837372,0.001218
0.835908,21.843315,0.000592
0.835906,21.870042,0.000933
0.835908,21.885689,0.000848
0.835907,21.899265,0.000761
0.835906,21.917483,0.000773
0.835909,21.93432,0.001413
0.83591,21.934597,0.000636
0.835911,21.948873,0.000438
0.83591,21.964026,0.000761
0.835909,21.970321,0.000616
0.835913,21.975334,0.000734
0.835912,21.994154,0.000741
0.835914,22.007356,0.00057
0.835913,22.017893,0.000818
0.835912,22.030962,0.000587
0.835912,22.040212,0.00059
0.835915,22.056413,0.001196
0.835913,22.05345,0.000994
0.835913,22.050651,0.000815
0.835915,22.058837,0.000468
0.835913,22.064297,0.000436
0.835914,22.070624,0.000884
0.835917,22.075474,0.000636
0.835915,22.075936,0.000596
0.835916,22.08268,0.000423
0.835915,22.081993,0.000379
0.835916,22.084366,0.00041
0.835916,22.078483,0.000606
0.835916,22.076517,0.000986
0.835916,22.081125,0.000358
0.835915,22.084862,0.000478
0.835916,22.081903,0.000578
0.835917,22.082589,0.000615
0.835915,22.090459,0.000729
0.835913,22.098537,0.000726
0.835915,22.093913,0.000793
0.835911,22.092344,0.001284
0.835915,22.093778,0.001286
0.835911,22.087888,0.001551
0.835916,22.089957,0.001318
0.835914,22.085455,0.000493
0.835915,22.078647,0.00052
0.835912,22.078072,0.000703
0.835915,22.082349,0.000572
0.835913,22.087495,0.000476
0.835912,22.079812,0.000503
0.835914,22.071801,0.000527
0.835911,22.070701,0.00075
0.835914,22.07579,0.000768
0.835912,22.089168,0.000658
0.835913,22.099867,0.000434
0.835913,22.10551,0.00054
0.835912,22.098826,0.00073
0.835909,22.093198,0.001525
0.83591,22.090605,0.000872
0.835915,22.093168,0.001794
0.835913,22.093376,0.000794
0.835913,22.090134,0.000551
0.83591,22.088637,0.000697
0.835909,22.088114,0.000856
0.835911,22.086796,0.001036
0.835911,22.086452,0.000642
0.835907,22.084835,0.001487
0.835906,22.086197,0.000476
0.835912,22.093177,0.001846
0.835907,22.096875,0.00175
0.835909,22.102771,0.00106
0.83591,22.097618,0.000555
0.835909,22.09413,0.000947
0.835906,22.096188,0.001141
0.835907,22.084877,0.001061
0.83591,22.094979,0.000711
0.835907,22.094371,0.000781
0.835905,22.092967,0.000994
0.835908,22.088947,0.000921
0.835908,22.085842,0.000591
0.835904,22.086832,0.001504
0.835903,22.090676,0.000621
0.835902,22.096136,0.000523
0.835904,22.099597,0.000931
0.835906,22.105385,0.000935
0.835905,22.11013,0.000583
0.835904,22.115336,0.000741
0.835905,22.117577,0.000799
0.835899,22.120993,0.001819
0.835904,22.117429,0.001581
0.835904,22.124975,0.00073
0.835902,22.120999,0.001237
0.835904,22.119577,0.00097
0.835902,22.112166,0.000601
0.835905,22.106835,0.000827
0.835901,22.102376,0.001115
0.835903,22.098486,0.000717
0.835905,22.099173,0.000659
0.835902,22.097298,0.001381
0.8359,22.099099,0.000658
0.835904,22.101084,0.001096
0.8359,22.101587,0.001329
0.835899,22.0972,0.0005
0.835901,22.08985,0.000933
0.835901,22.089334,0.000516
0.835902,22.094547,0.000868
0.835899,22.100585,0.001346
0.835901,22.100736,0.000609
0.835899,22.097898,0.000522
0.835898,22.099455,0.000502
0.835899,22.0934,0.000758
0.835897,22.097764,0.000661
0.835901,22.100612,0.001237
0.835899,22.101592,0.000832
0.835901,22.106374,0.000941
0.835905,22.107413,0.001455
0.835903,22.105005,0.001074
0.835903,22.095546,0.000548
0.835905,22.089911,0.00081
0.835902,22.083653,0.001414
0.835901,22.082799,0.000572
0.835905,22.079398,0.001259
0.835904,22.071591,0.000994
0.835905,22.077641,0.001196
0.835904,22.078378,0.001306
0.835904,22.078324,0.000561
0.835903,22.072287,0.000786
0.835902,22.069916,0.000789
0.835906,22.060263,0.001372
0.835906,22.060025,0.000488
0.835909,22.070696,0.000626
0.835907,22.072505,0.000526
0.835908,22.077129,0.000654
0.835906,22.08122,0.000695
0.835907,22.079412,0.000539
0.835907,22.079448,0.000515
0.835906,22.072445,0.000589
0.835906,22.061307,0.000614
0.835908,22.060822,0.00073
0.835904,22.060173,0.001
0.835902,22.061652,0.001075
0.835907,22.073633,0.002249
0.835906,22.078534,0.000872
0.835907,22.083738,0.000823
0.835905,22.087397,0.000754
0.835906,22.095129,0.000885
0.835907,22.097377,0.000354
0.835906,22.096278,0.000686
0.835907,22.08731,0.000775
0.835907,22.086282,0.001381
0.835909,22.079705,0.001473
0.835909,22.074166,0.000726
0.835907,22.056728,0.000599
0.835907,22.038419,0.000473
0.835909,22.036869,0.000952
0.835909,22.03211,0.000729
0.835908,22.019361,0.000781
0.835906,22.002028,0.000585
0.835906,21.986183,0.000486
0.835907,21.97188,0.000742
0.835907,21.974782,0.000541
0.835907,21.971718,0.000524
0.835907,21.969427,0.000543
0.835908,21.967785,0.000641
0.83591,21.958204,0.000873
0.835907,21.959981,0.001211
0.835907,21.959068,0.000465
0.835908,21.949606,0.000818
0.83591,21.944729,0.001042
0.835909,21.935692,0.000729
0.835909,21.92629,0.000601
0.835908,21.927635,0.000744
0.83591,21.924313,0.000748
0.835909,21.914392,0.000955
0.835911,21.915058,0.00107
0.835909,21.914006,0.001072
0.835912,21.914173,0.001027
0.83591,21.905535,0.000511
0.835912,21.900423,0.000818
0.835912,21.903056,0.000727
0.835911,21.910104,0.000527
0.835911,21.919135,0.000452
0.835915,21.922243,0.001353
0.835912,21.93098,0.001223
0.835916,21.93531,0.0011
0.835916,21.939516,0.000629
0.835922,21.928305,0.001561
0.835921,21.939633,0.00067
0.835921,21.957248,0.000583
0.835922,21.96927,0.000725
0.835918,21.986736,0.001298
0.835921,21.999043,0.001339
0.83592,22.009763,0.0011
0.835924,22.018169,0.001182
0.835922,22.018676,0.000516
0.835922,22.015843,0.000656
0.835924,22.01995,0.001018
0.835924,22.03258,0.000492
0.835924,22.041027,0.000478
0.835927,22.04988,0.000934
0.835922,22.057531,0.001756
0.835926,22.058387,0.001361
0.835927,22.058665,0.000592
0.835926,22.053222,0.000436
0.835924,22.04826,0.000708
0.835926,22.047689,0.001107
0.835924,22.053426,0.001144
0.835928,22.065366,0.001121
0.835928,22.074538,0.000549
0.835924,22.070009,0.000941
0.835925,22.070125,0.000322
0.835926,22.061575,0.000509
0.835927,22.061074,0.000579
0.835926,22.066841,0.000679
0.835925,22.079036,0.000669
0.835926,22.087043,0.000765
0.835927,22.086946,0.000671
0.83593,22.082775,0.00078
0.835924,22.078639,0.001478
0.835925,22.085992,0.000475
0.835925,22.091081,0.000612
0.835924,22.087879,0.000574
0.835923,22.091736,0.000449
0.835922,22.092303,0.000795
0.835925,22.072353,0.000896
0.835924,22.068723,0.00063
0.835921,22.068553,0.000882
0.835921,22.058769,0.00059
0.835921,22.045983,0.000488
0.835918,22.041416,0.000859
0.83592,22.041392,0.000971
0.835915,22.040965,0.001666
0.83592,22.051322,0.001221
0.835916,22.054079,0.001214
0.83592,22.050657,0.001233
0.835918,22.049468,0.000499
0.835914,22.042365,0.001527
0.835917,22.04573,0.001102
0.835915,22.046893,0.000934
0.835915,22.048555,0.000532
0.835915,22.046888,0.000378
0.835917,22.041639,0.0008
0.835915,22.044496,0.000425
0.835914,22.049601,0.000891
0.835913,22.057508,0.000407
0.835913,22.059329,0.000522
0.835914,22.061022,0.000972
0.835916,22.055706,0.000846
0.835914,22.054818,0.000537
0.835915,22.048562,0.000915
0.835912,22.039601,0.001701
0.835911,22.039417,0.000582
0.835913,22.036812,0.000797
0.835912,22.030007,0.000666
0.835911,22.028773,0.000435
0.835908,22.032041,0.001248
0.835908,22.034746,0.000534
0.835909,22.045,0.00094
0.835907,22.052385,0.001047
0.835906,22.05945,0.000517
0.835908,22.061981,0.000678
0.835905,22.056186,0.000644
0.835905,22.062745,0.000648
0.835906,22.061645,0.000619
0.835904,22.058476,0.001123
0.835901,22.057714,0.000768
0.8359,22.047394,0.000734
0.835901,22.051039,0.000554
0.8359,22.055595,0.000538
0.8359,22.048048,0.000905
0.835901,22.043619,0.000728
0.8359,22.037151,0.000547
0.835899,22.03577,0.000566
0.835899,22.034548,0.000635
0.835894,22.03101,0.001426
0.835898,22.025966,0.001363
0.835896,22.022553,0.001483
0.835896,22.022286,0.000622
0.83589,22.016257,0.001373
0.835895,22.015421,0.001463
0.835895,22.019023,0.000805
0.835895,22.017082,0.000594
0.835894,22.01634,0.000505
0.835891,22.02039,0.000957
0.835889,22.020618,0.001165
0.835891,22.011136,0.00091
0.835891,22.013915,0.000851
0.83589,22.022103,0.001079
0.835892,22.017902,0.001086
0.835888,22.019972,0.001605
0.83589,22.028811,0.000928
0.83589,22.028157,0.000484
0.835889,22.023201,0.000976
0.835887,22.022086,0.000499
0.835889,22.023815,0.000719
0.835886,22.0178,0.001251
0.835887,22.0198,0.000653
0.835885,22.017734,0.000673
0.83588,22.002929,0.001175
0.835883,21.994664,0.000399
0.835884,21.992796,0.000762
0.83588,21.985405,0.001119
0.835881,21.99446,0.000504
0.835878,21.994296,0.00082
0.835878,21.997723,0.000477
0.835878,21.996845,0.00072
0.835878,21.993823,0.000548
0.835877,21.996775,0.000512
0.835875,21.991145,0.00123
0.835877,21.967011,0.000937
0.835876,21.948989,0.000731
0.835871,21.929218,0.001681
0.835872,21.910893,0.000694
0.83587,21.892478,0.001072
0.835869,21.876962,0.000999
0.835867,21.858082,0.00072
0.835868,21.841932,0.000746
0.835866,21.824114,0.000587
0.835863,21.805358,0.001375
0.835864,21.790758,0.000882
0.835864,21.779892,0.000437
0.835862,21.767,0.000906
0.835859,21.752861,0.000608
0.835857,21.734827,0.000685
0.835859,21.715075,0.000678
0.83586,21.700684,0.000493
0.835855,21.684372,0.001739
0.835851,21.669996,0.001621
0.835853,21.656834,0.000881
0.835853,21.647836,0.000496
0.83585,21.638707,0.000573
0.83585,21.62956,0.000485
0.835845,21.622969,0.001546
0.835847,21.62028,0.00084
0.835847,21.612196,0.001103
0.835839,21.607151,0.002238
0.835843,21.602626,0.001122
0.83584,21.596653,0.00104
0.83584,21.588868,0.000511
0.835838,21.582226,0.000896
0.835837,21.581799,0.000649
0.835837,21.586189,0.000796
0.835837,21.579278,0.001019
0.835836,21.577837,0.000696
0.835836,21.57972,0.000523
0.835835,21.597298,0.000483
0.835836,21.612182,0.000524
0.835836,21.62839,0.00081
0.835836,21.645653,0.00104
0.835836,21.658297,0.000801
0.835839,21.673137,0.001199
0.835838,21.692857,0.000807
0.835838,21.711956,0.00035
0.835841,21.726589,0.001433
0.835839,21.741193,0.001088
0.835841,21.754616,0.00058
0.835843,21.765282,0.00078
0.835843,21.781371,0.000466
0.835841,21.792856,0.000695
0.835845,21.798873,0.001236
0.835843,21.813422,0.000566
0.835846,21.817895,0.001221
0.835847,21.820443,0.000955
0.835849,21.833756,0.000752
0.83585,21.845924,0.00075
0.83585,21.854676,0.000471
0.835853,21.860896,0.000726
0.83585,21.865586,0.001106
0.835855,21.879767,0.001946
0.835853,21.896233,0.001245
0.835856,21.903578,0.001152
0.835857,21.911446,0.000488
0.835857,21.920569,0.000772
0.835857,21.927357,0.000619
0.835858,21.936464,0.00049
0.835858,21.938479,0.000919
0.835862,21.941571,0.001013
0.835861,21.939658,0.000603
0.835863,21.94208,0.000654
0.835863,21.950738,0.000461
0.835862,21.947109,0.000531
0.835864,21.942282,0.000786
0.835866,21.942988,0.001015
0.835863,21.947263,0.00085
0.835865,21.947648,0.000637
0.835868,21.939471,0.001093
0.835868,21.941277,0.000707
0.835868,21.939337,0.000418
0.835867,21.94049,0.000643
0.835866,21.944887,0.000388
0.835866,21.943737,0.000446
0.835869,21.94216,0.001472
0.835866,21.942331,0.001051
0.835864,21.946299,0.00079
0.835866,21.956599,0.000675
0.835863,21.960066,0.001231
0.835867,21.960089,0.001664
0.835868,21.959201,0.0005
0.835867,21.959005,0.000557
0.835863,21.9546,0.001227
0.835862,21.951108,0.000948
0.835862,21.946138,0.000762
0.835868,21.942592,0.001886
0.835868,21.936381,0.000561
0.835866,21.936519,0.000508
0.835867,21.941602,0.000491
0.835863,21.94306,0.001246
0.835863,21.934361,0.000987
0.835865,21.929442,0.001075
0.835864,21.92804,0.000539
0.835863,21.921649,0.000705
0.83586,21.917622,0.000668
0.835862,21.916689,0.000518
0.835859,21.916318,0.000812
0.835859,21.917145,0.0005
0.835858,21.916035,0.000896
0.835859,21.918277,0.000433
0.835856,21.918149,0.001199
0.835859,21.927036,0.001103
0.835856,21.934453,0.001622
0.835861,21.924485,0.001618
0.835861,21.91278,0.00057
0.835857,21.899339,0.001186
0.835857,21.898602,0.000565
0.835856,21.89001,0.000746
0.835857,21.878901,0.000922
0.835856,21.87843,0.000967
0.835854,21.885113,0.000507
0.835853,21.897351,0.00086
0.835856,21.899665,0.000946
0.83585,21.901407,0.001932
0.835854,21.906609,0.001805
0.835852,21.914743,0.000833
0.835854,21.929211,0.000808
0.835852,21.929961,0.000698
0.835852,21.930029,0.000641
0.835851,21.925476,0.000947
0.835852,21.929434,0.000718
0.835849,21.930521,0.000967
0.835852,21.935277,0.001199
0.835853,21.929802,0.000546
0.835854,21.924301,0.000331
0.835851,21.917643,0.000784
0.835853,21.905179,0.00073
0.835851,21.901375,0.001098
0.835849,21.893713,0.000657
0.83585,21.889653,0.000756
0.835851,21.875517,0.000752
0.83585,21.871139,0.000739
0.835845,21.865475,0.001131
0.835849,21.86003,0.000806
0.835848,21.852149,0.000687
0.835845,21.83927,0.000768
0.835845,21.818398,0.000603
0.835845,21.807144,0.000367
0.835842,21.788858,0.001103
0.835841,21.773531,0.00059
0.835845,21.75188,0.001327
0.83584,21.737911,0.001646
0.835837,21.719664,0.000735
0.835837,21.704801,0.000493
0.835833,21.695569,0.001357
0.835832,21.689549,0.000481
0.835833,21.682568,0.00067
0.835833,21.670029,0.000782
0.83583,21.647955,0.000928
0.835829,21.629983,0.00063
0.83583,21.611108,0.000729
0.835827,21.601018,0.000803
0.835826,21.592065,0.000815
0.835825,21.581807,0.00051
0.835821,21.57174,0.001506
0.835821,21.56378,0.000901
0.835818,21.557409,0.001105
0.835819,21.556649,0.0006
0.835816,21.547707,0.000859
0.835816,21.543071,0.000772
0.835813,21.53985,0.001302
0.835813,21.534244,0.000896
0.835814,21.523699,0.000884
0.835812,21.524588,0.000997
0.835813,21.52053,0.000699
0.835811,21.515398,0.000863
0.835809,21.517293,0.000977
0.835809,21.512562,0.000993
0.83581,21.512219,0.000452
0.83581,21.50879,0.00084
0.835807,21.520144,0.001342
0.83581,21.542513,0.000914
0.835807,21.569485,0.001329
0.835813,21.586015,0.002022
0.83581,21.602146,0.000907
0.83581,21.623096,0.000663
0.835814,21.635479,0.000935
0.835815,21.649003,0.000782
0.835813,21.664886,0.000609
0.835816,21.680676,0.000699
0.835817,21.70223,0.000858
0.835818,21.713458,0.000672
0.83582,21.72537,0.001043
0.835822,21.737997,0.000725
0.835821,21.746741,0.000615
0.835822,21.746598,0.000604
0.835826,21.74678,0.001366
0.835824,21.750916,0.000597
0.835825,21.754916,0.000401
0.835827,21.773131,0.000667
0.835828,21.787753,0.000474
0.83583,21.802278,0.001229
0.835829,21.809381,0.000745
0.835831,21.815038,0.000991
0.835831,21.824688,0.000694
0.835833,21.831664,0.000832
0.835834,21.840911,0.000866
0.835832,21.84792,0.000817
0.835834,21.851296,0.000823
0.835834,21.85599,0.000777
0.835837,21.862619,0.001461
0.835834,21.873679,0.001114
0.835836,21.870403,0.000899
0.835836,21.883349,0.000997
0.835836,21.888495,0.000582
0.835836,21.890353,0.00063
0.835837,21.89024,0.000489
0.835838,21.889993,0.000525
0.835839,21.901447,0.001004
0.835837,21.910055,0.000757
0.83584,21.910195,0.000876
0.835838,21.912642,0.000713
0.83584,21.916351,0.000764
0.835841,21.915304,0.000558
0.835842,21.915826,0.000708
0.835843,21.918071,0.00067
0.835847,21.917368,0.001271
0.835841,21.911036,0.001744
0.83584,21.91471,0.000622
0.835844,21.91416,0.001396
0.835843,21.911422,0.000588
0.835842,21.919596,0.000485
0.835845,21.93215,0.001105
0.835842,21.948148,0.001239
0.835844,21.952969,0.000631
0.835842,21.962811,0.000727
0.835845,21.948244,0.0008
0.835846,21.939944,0.000701
0.835845,21.934307,0.000899
0.835845,21.925916,0.001001
0.835848,21.933024,0.000979
0.835845,21.934351,0.00111
0.835848,21.945875,0.001147
0.835846,21.944529,0.000654
0.835846,21.942434,0.00051
0.835846,21.94034,0.000509
0.835846,21.924216,0.000678
0.835843,21.923651,0.001166
0.835843,21.923207,0.000744
0.835841,21.921757,0.000877
0.835843,21.909959,0.00065
0.835842,21.908359,0.000512
0.835841,21.90965,0.000865
0.835839,21.917828,0.00065
0.835844,21.926309,0.001334
0.835843,21.925427,0.000756
0.835843,21.934524,0.000469
0.835845,21.9379,0.000837
0.835842,21.941683,0.001067
0.835844,21.936853,0.001302
0.835844,21.933848,0.000906
0.835843,21.933522,0.000703
0.835843,21.937486,0.00034
0.835845,21.941018,0.000517
0.835847,21.93779,0.000422
0.835845,21.940779,0.000421
0.835844,21.938016,0.000519
0.835842,21.928988,0.000529
0.835845,21.928866,0.000825
0.835843,21.931332,0.000827
0.835842,21.927407,0.000527
0.835843,21.921139,0.000514
0.835844,21.914514,0.00035
0.835842,21.919864,0.000606
0.835844,21.922076,0.000929
0.835844,21.920032,0.000599
0.835845,21.911867,0.000918
0.835841,21.899255,0.001418
0.835842,21.896318,0.000844
0.835843,21.892203,0.000709
0.835842,21.891139,0.000748
0.835842,21.890495,0.000753
0.835839,21.87479,0.000763
0.83584,21.859204,0.000523
0.835842,21.841595,0.000599
0.835841,21.821516,0.000626
0.835837,21.7976,0.001831
0.835839,21.776472,0.001119
0.835836,21.759019,0.000953
0.835839,21.744014,0.001019
0.835836,21.723332,0.001404
0.835833,21.703194,0.000964
0.835831,21.692861,0.001337
0.835834,21.689371,0.001351
0.83583,21.679459,0.001038
0.835829,21.667096,0.000739
0.83583,21.655426,0.000622
0.835826,21.637856,0.001218
0.835827,21.628727,0.000703
0.835827,21.618884,0.000533
0.835829,21.609263,0.000574
0.835825,21.598361,0.001235
0.835824,21.591859,0.000466
0.835824,21.588488,0.000837
0.835823,21.574343,0.000623
0.835821,21.569487,0.000734
0.83582,21.561603,0.000592
0.835818,21.56227,0.001002
0.835814,21.556759,0.000956
0.835814,21.546673,0.000561
0.835815,21.542776,0.000515
0.835815,21.534088,0.000589
0.835813,21.531112,0.001307
0.835812,21.525288,0.00076
0.835814,21.521715,0.000996
0.835812,21.526602,0.00081
0.835811,21.52661,0.000699
0.835811,21.528154,0.000629
0.83581,21.543581,0.000774
0.835808,21.568483,0.000953
0.83581,21.587069,0.000624
0.835807,21.600779,0.000573
0.835809,21.61944,0.00039
0.835808,21.644077,0.000839
0.835812,21.650884,0.001447
0.835815,21.66429,0.000898
0.835812,21.672169,0.000796
0.835816,21.682322,0.000833
0.835818,21.693755,0.000761
0.835818,21.709827,0.000613
0.835819,21.72199,0.001182
0.835819,21.731271,0.000654
0.83582,21.740114,0.000578
0.835824,21.76135,0.00106
0.835822,21.770901,0.000631
0.835824,21.770658,0.000549
0.835825,21.776853,0.000961
0.835823,21.786773,0.000866
0.835824,21.798341,0.000545
0.835827,21.811733,0.000886
0.83583,21.807337,0.000821
0.835829,21.815963,0.000521
0.835834,21.825318,0.001626
0.835832,21.834306,0.00082
0.835835,21.853743,0.000819
0.835836,21.861026,0.00069
0.835834,21.859664,0.000736
0.835838,21.855226,0.001059
0.835837,21.858295,0.000849
0.835839,21.858277,0.001099
0.835837,21.858217,0.000598
0.835839,21.858249,0.000621
0.835839,21.866942,0.00076
0.835839,21.871789,0.000436
0.835843,21.874446,0.001372
0.835843,21.87974,0.000641
0.835844,21.877774,0.000635
0.835844,21.868857,0.000626
0.835843,21.874938,0.000517
0.835843,21.875165,0.00054
0.835845,21.877985,0.000947
0.835843,21.872544,0.001222
0.835843,21.86346,0.000494
0.835844,21.857175,0.000776
0.835843,21.865567,0.000938
0.835841,21.879092,0.000924
0.835842,21.876487,0.000923
0.835845,21.883752,0.000645
0.835843,21.884757,0.00071
0.835843,21.886783,0.000664
0.835839,21.881801,0.001268
0.835839,21.87199,0.000726
0.835837,21.867165,0.000857
0.835839,21.865722,0.000634
0.835838,21.861046,0.000567
0.835834,21.842027,0.001271
0.835837,21.828752,0.001312
0.835835,21.826038,0.00098
0.835832,21.826749,0.001173
0.835833,21.832673,0.000534
0.835832,21.842768,0.000548
0.835834,21.843585,0.000667
0.835831,21.850923,0.00081
0.83583,21.858356,0.000542
0.835833,21.861809,0.001129
0.835833,21.855654,0.00042
0.835833,21.846378,0.000461
0.835831,21.846765,0.000702
0.835833,21.846755,0.000613
0.835834,21.846016,0.000744
0.83583,21.854103,0.001229
0.835829,21.85943,0.00071
0.835833,21.857724,0.001331
0.835829,21.859612,0.001009
0.83583,21.858752,0.000509
0.835829,21.85509,0.00064
0.835829,21.853525,0.000405
0.835831,21.851531,0.001073
0.835828,21.848382,0.001262
0.835828,21.855984,0.000723
0.835827,21.853191,0.000822
0.83583,21.85328,0.000979
0.835828,21.856275,0.000796
0.835829,21.856897,0.001083
0.835828,21.855253,0.000613
0.835826,21.855228,0.00066
0.835829,21.855973,0.000958
0.835829,21.845824,0.001073
0.835831,21.841224,0.000486
0.835826,21.841375,0.001605
0.83583,21.849001,0.001548
0.83583,21.858854,0.000444
0.83583,21.862305,0.000409
0.835832,21.865377,0.000561
0.835829,21.874266,0.00066
0.835831,21.870634,0.00063
0.83583,21.860246,0.000701
0.835833,21.8519,0.001136
0.835829,21.852554,0.001076
0.835827,21.845822,0.001049
0.835828,21.830499,0.000608
0.835826,21.818244,0.000946
0.835827,21.81177,0.000682
0.835827,21.791749,0.000481
0.835826,21.776825,0.000486
0.835824,21.760499,0.000786
0.835822,21.745658,0.000609
0.835826,21.729521,0.001033
0.835822,21.714797,0.001358
0.835821,21.69352,0.000413
0.835823,21.672877,0.000724
0.835818,21.659269,0.001487
0.835817,21.646221,0.000518
0.835817,21.639105,0.000334
0.835819,21.626854,0.000914
0.835814,21.613329,0.001877
0.835815,21.601758,0.001078
0.835813,21.588505,0.001154
0.835815,21.577136,0.000616
0.835812,21.571959,0.000505
0.835812,21.562994,0.000739
0.835809,21.560415,0.001237
0.835811,21.547949,0.000985
0.835806,21.534078,0.00182
0.835808,21.524183,0.001308
0.835804,21.516751,0.00191
0.835804,21.511368,0.000862
0.835804,21.50254,0.000746
0.835801,21.501152,0.001015
0.835804,21.494123,0.001407
0.835801,21.487984,0.001353
0.835801,21.483649,0.00048
0.835798,21.47554,0.000705
0.835799,21.462697,0.000727
0.835798,21.453498,0.000408
0.835799,21.446651,0.000628
0.835797,21.455238,0.000986
0.835796,21.460765,0.000574
0.835796,21.472265,0.000422
0.835795,21.49035,0.00071
0.835795,21.509669,0.000796
0.835795,21.529249,0.00063
0.835796,21.547269,0.000638
0.835798,21.56219,0.000693
0.835796,21.58063,0.000695
0.835797,21.601668,0.000732
0.835799,21.614557,0.000766
0.8358,21.635376,0.000824
0.835803,21.650841,0.000947
0.835804,21.663107,0.000645
0.835801,21.679047,0.000999
0.835807,21.690519,0.001779
0.835808,21.711036,0.001013
0.835807,21.717819,0.001463
0.835812,21.717739,0.001772
0.835812,21.732944,0.000425
0.835813,21.747286,0.000511
0.835812,21.766708,0.000591
0.835815,21.771468,0.001252
0.835815,21.778302,0.000541
0.835816,21.791007,0.000505
0.835815,21.795592,0.000551
0.835817,21.796135,0.00068
0.83582,21.792369,0.000927
0.835817,21.791119,0.000998
0.83582,21.796306,0.001074
0.835816,21.790803,0.001542
0.835819,21.7878,0.001231
0.835817,21.791952,0.000947
0.83582,21.787448,0.000613
0.835819,21.79663,0.000534
0.835818,21.81071,0.000583
0.835819,21.814034,0.000561
0.83582,21.815286,0.000827
0.835821,21.815634,0.000352
0.835822,21.808339,0.000815
0.835822,21.800936,0.000432
