Thickness,Temp,STD
0.835907,22.090329,0.000376
0.835905,22.086989,0.001237
0.835906,22.09274,0.001291
0.835907,22.102176,0.000746
0.835906,22.114995,0.000714
0.835906,22.132802,0.000674
0.835902,22.140153,0.001366
0.835903,22.153485,0.000558
0.835903,22.163297,0.000627
0.835901,22.16609,0.000958
0.835904,22.167251,0.001096
0.835899,22.176769,0.001581
0.835902,22.176689,0.000681
0.835901,22.181342,0.000298
0.835901,22.176065,0.000355
0.8359,22.173006,0.000494
0.835905,22.17511,0.001439
0.835901,22.174896,0.001374
0.835903,22.170205,0.000796
0.835904,22.167867,0.000458
0.835904,22.167138,0.000521
0.835902,22.166484,0.000791
0.835904,22.164213,0.000758
0.835903,22.169149,0.00089
0.8359,22.179116,0.000976
0.835902,22.187324,0.000775
0.8359,22.177591,0.001136
0.8359,22.175041,0.000736
0.835903,22.172478,0.00076
0.8359,22.167775,0.000742
0.8359,22.166851,0.000573
0.8359,22.164454,0.00042
0.835901,22.169878,0.000458
0.835906,22.172268,0.00134
0.835903,22.171175,0.001189
0.835906,22.171724,0.001541
0.8359,22.177334,0.001863
0.835901,22.167901,0.000807
0.835903,22.162595,0.000872
0.835902,22.163705,0.000714
0.835903,22.166669,0.000924
0.835902,22.155465,0.00071
0.835901,22.144512,0.000928
0.835901,22.150294,0.000643
0.835901,22.163302,0.000552
0.835902,22.155131,0.000748
0.835897,22.158128,0.000938
0.835901,22.159895,0.000953
0.8359,22.163491,0.000477
0.8359,22.169445,0.000637
0.835899,22.167397,0.000723
0.8359,22.169161,0.000735
0.8359,22.173867,0.000688
0.835896,22.173951,0.001191
0.835897,22.168876,0.000404
0.835895,22.167923,0.000711
0.835896,22.168274,0.000855
0.835896,22.174343,0.000846
0.835894,22.172699,0.000955
0.835894,22.168566,0.000687
0.835894,22.168658,0.000511
0.835896,22.175536,0.000501
0.835895,22.179772,0.000546
0.835894,22.175542,0.000924
0.835895,22.17203,0.000914
0.835895,22.164656,0.000564
0.835894,22.16529,0.00076
0.835897,22.169044,0.001182
0.835895,22.175141,0.00147
0.835895,22.16627,0.000758
0.835895,22.160174,0.000549
0.835894,22.155158,0.000513
0.835893,22.161975,0.00075
0.835896,22.167852,0.001374
0.835893,22.170808,0.001621
0.835893,22.165001,0.00055
0.835893,22.161352,0.000439
0.835892,22.168542,0.000553
0.835891,22.163303,0.000622
0.835892,22.159615,0.000652
0.835891,22.162017,0.000625
0.835894,22.164322,0.000897
0.83589,22.164655,0.001273
0.835888,22.160439,0.000818
0.835887,22.156241,0.000716
0.835884,22.149755,0.000839
0.835883,22.1337,0.000477
0.835885,22.121503,0.001239
0.835887,22.112644,0.000707
0.835884,22.109122,0.000865
0.835883,22.114312,0.000862
0.835883,22.1231,0.000576
0.835881,22.117309,0.000495
0.835883,22.1145,0.000667
0.835881,22.114733,0.001201
0.835876,22.118791,0.001575
0.83588,22.113904,0.001481
0.835877,22.097699,0.001351
0.835876,22.091965,0.00052
0.835879,22.102222,0.00097
0.835876,22.112261,0.001219
0.835879,22.114494,0.0013
0.83588,22.105057,0.000569
0.835875,22.066925,0.000978
0.835877,22.039615,0.00059
0.835878,22.043756,0.000598
0.835875,22.057753,0.000761
0.835878,22.07792,0.001043
0.835875,22.092278,0.000807
0.835875,22.111492,0.000731
0.835876,22.116907,0.000427
0.835871,22.123911,0.001719
0.835869,22.136581,0.00055
0.835872,22.150151,0.001144
0.83587,22.153642,0.001085
0.835872,22.152283,0.000755
0.835869,22.155254,0.00057
0.835871,22.156016,0.000834
0.835872,22.153714,0.00051
0.835873,22.148243,0.001067
0.835874,22.152323,0.000548
0.835872,22.156948,0.001151
0.835873,22.164946,0.000879
0.835873,22.170718,0.000902
0.83587,22.160273,0.001
0.835873,22.146725,0.001203
0.835872,22.140415,0.000628
0.835872,22.13288,0.000529
0.835874,22.125037,0.000504
0.835868,22.120825,0.001602
0.835869,22.116817,0.000579
0.83587,22.112953,0.000938
0.83587,22.102825,0.000578
0.835867,22.106444,0.000737
0.835871,22.118137,0.001129
0.835872,22.123986,0.000591
0.835867,22.121754,0.001639
0.83587,22.121783,0.001087
0.835867,22.126463,0.00089
0.835864,22.129898,0.001241
0.835869,22.131892,0.00209
0.835867,22.130545,0.000732
0.835865,22.126031,0.000915
0.835868,22.115315,0.001258
0.835867,22.112159,0.000388
0.835867,22.115495,0.00046
0.835871,22.112506,0.001206
0.835868,22.103041,0.000911
0.835866,22.10379,0.00132
0.835871,22.101487,0.001858
0.835868,22.102016,0.00084
0.83587,22.101157,0.000809
0.835869,22.100935,0.000503
0.835868,22.100221,0.001028
0.835868,22.098826,0.000584
0.83587,22.08727,0.000627
0.835867,22.077468,0.000723
0.835866,22.060811,0.000695
0.835863,22.048776,0.00139
0.835865,22.047247,0.000411
0.835864,22.043999,0.000378
0.835861,22.040444,0.000718
0.83586,22.03324,0.001068
0.835863,22.020926,0.001536
0.835863,22.012654,0.001171
0.835861,22.001397,0.000588
0.835863,22.004318,0.001043
0.835861,22.008168,0.001004
0.83586,22.018251,0.000562
0.83586,22.022573,0.000875
0.835861,22.023622,0.001052
0.835864,22.013429,0.000791
0.835861,22.007878,0.000955
0.835862,22.008669,0.000426
0.835861,22.006169,0.000627
0.83586,22.000026,0.00051
0.835863,21.998122,0.001306
0.835862,21.988807,0.000992
0.835864,21.980904,0.001018
0.835863,21.97256,0.00059
0.835864,21.966212,0.000586
0.835866,21.950825,0.000449
0.835867,21.93947,0.000351
0.835863,21.915047,0.000606
0.835864,21.896541,0.000667
0.835862,21.884113,0.000979
0.835863,21.871203,0.000673
0.835868,21.860994,0.001579
0.835871,21.85865,0.001135
0.835868,21.860679,0.001669
0.83587,21.865492,0.000893
0.835867,21.867284,0.001173
0.835868,21.876842,0.001048
0.835868,21.887836,0.00048
0.835869,21.901951,0.000507
0.83587,21.915038,0.000495
0.835871,21.924934,0.000766
0.83587,21.946936,0.000494
0.835873,21.965839,0.00097
0.835871,21.973263,0.000833
0.835872,21.994446,0.000853
0.835869,22.008823,0.001262
0.835873,22.023172,0.001526
0.83587,22.041293,0.00093
0.835871,22.048907,0.000716
0.835871,22.063723,0.000397
0.835872,22.0788,0.000331
0.835875,22.088034,0.001083
0.835874,22.097422,0.000623
0.835876,22.111918,0.000803
0.835873,22.112933,0.001293
0.835874,22.107549,0.000749
0.835873,22.110338,0.000739
0.835873,22.119105,0.000581
0.835875,22.122328,0.001135
0.835874,22.131456,0.000833
0.835874,22.142138,0.000464
0.835875,22.150729,0.000578
0.835874,22.152898,0.000471
0.835875,22.154599,0.000585
0.835877,22.154932,0.00052
0.835878,22.160797,0.000849
0.835877,22.156277,0.000908
0.835877,22.143501,0.000727
0.835877,22.123914,0.000452
0.835874,22.104972,0.000747
0.835878,22.09589,0.001116
0.835871,22.081231,0.001946
0.835874,22.079163,0.000938
0.835871,22.077315,0.000763
0.835872,22.070062,0.000608
0.83587,22.064439,0.001165
0.835871,22.04893,0.000857
0.835872,22.035912,0.000866
0.835873,22.022317,0.000609
0.835872,22.011692,0.000533
0.835875,21.996984,0.001281
0.835871,21.982416,0.001723
0.835872,21.993701,0.000534
0.83587,21.989808,0.000906
0.835867,21.991026,0.001121
0.835866,21.99622,0.000459
0.835868,22.005654,0.001005
0.835864,22.013823,0.001642
0.835866,21.999022,0.001343
0.835866,21.981828,0.000388
0.835866,21.96991,0.000549
0.835863,21.9664,0.000883
0.835863,21.966726,0.000508
0.835862,21.965258,0.000813
0.835863,21.95899,0.001302
0.835862,21.950165,0.000946
0.835857,21.939285,0.001929
0.835862,21.931087,0.001655
0.83586,21.9302,0.000886
0.835859,21.932565,0.000433
0.835859,21.91547,0.000663
0.835858,21.910523,0.000438
0.835858,21.901521,0.000673
0.835861,21.892851,0.001179
0.835854,21.880641,0.002329
0.835854,21.875571,0.000636
0.835855,21.883495,0.001077
0.835853,21.88019,0.001213
0.835854,21.872803,0.000672
0.835854,21.868558,0.000635
0.835855,21.870373,0.000982
0.835849,21.865564,0.00256
0.835851,21.854221,0.000869
0.83585,21.837789,0.000623
0.835849,21.827486,0.000563
0.835845,21.827585,0.001625
0.835844,21.815812,0.00048
0.835845,21.808994,0.000969
0.835846,21.814615,0.000559
0.835848,21.813669,0.001025
0.835845,21.825172,0.001207
0.835842,21.830105,0.000995
0.835844,21.836008,0.0007
0.835841,21.848972,0.000627
0.835843,21.856067,0.00076
0.835841,21.864925,0.000516
0.835839,21.868272,0.000811
0.835842,21.866842,0.001296
0.83584,21.875066,0.001112
0.83584,21.891812,0.00046
0.835841,21.902493,0.000596
0.835839,21.891421,0.000549
0.835837,21.878791,0.000896
0.835839,21.873648,0.000799
0.835837,21.864516,0.000704
0.835838,21.854755,0.000412
0.835838,21.861828,0.000455
0.835835,21.858706,0.001134
0.835834,21.84917,0.000704
0.835835,21.842637,0.000397
0.835835,21.829907,0.000747
0.835835,21.825555,0.000475
0.835833,21.815664,0.000754
0.835832,21.815334,0.000841
0.835832,21.83387,0.000504
0.835833,21.852321,0.000436
0.835834,21.86314,0.000504
0.835829,21.875751,0.001573
0.835832,21.870572,0.001183
0.835832,21.869725,0.000444
0.835831,21.873566,0.000644
0.835833,21.87122,0.000727
0.83583,21.864745,0.000519
0.835832,21.85814,0.000805
0.835833,21.85952,0.000615
0.835833,21.858303,0.000898
0.835832,21.847411,0.00042
0.835834,21.856501,0.00102
0.835829,21.848149,0.001467
0.835832,21.84118,0.000934
0.835831,21.830063,0.000836
0.835831,21.821173,0.000634
0.835836,21.816126,0.001238
0.835833,21.820497,0.000649
0.835836,21.820449,0.000921
0.835834,21.808152,0.000863
0.835834,21.789799,0.000365
0.835833,21.771996,0.000705
0.835833,21.75949,0.000735
0.835835,21.753575,0.000866
0.835833,21.75073,0.00079
0.835835,21.750564,0.000699
0.835834,21.748499,0.000792
0.835837,21.745063,0.000979
0.835843,21.739991,0.001861
0.835838,21.7364,0.001582
0.83584,21.740776,0.000767
0.835839,21.741809,0.000408
0.835839,21.740907,0.000455
0.83584,21.747986,0.000601
0.835842,21.75776,0.000676
0.835841,21.779073,0.000622
0.835844,21.798561,0.001328
0.835845,21.823564,0.000442
0.835849,21.835009,0.000889
0.835849,21.84346,0.000764
0.835848,21.858947,0.000975
0.835853,21.874367,0.001837
0.835852,21.869619,0.000653
0.835854,21.87656,0.001289
0.835854,21.87624,0.000786
0.835852,21.881121,0.001238
0.835856,21.907886,0.001309
0.835857,21.936297,0.000822
0.835857,21.962542,0.000646
0.835855,21.980198,0.000883
0.83586,21.982436,0.001379
0.835861,21.982543,0.000881
0.83586,21.974993,0.000791
0.835863,21.968067,0.000886
0.835863,21.964599,0.000621
0.835863,21.963752,0.000427
0.835861,21.962628,0.000857
0.835859,21.968099,0.001326
0.83586,21.983526,0.000701
0.835864,21.998847,0.001646
0.835861,22.011747,0.001575
0.835865,21.991455,0.001521
0.835861,21.961099,0.00147
0.835863,21.956984,0.000705
0.835864,21.982006,0.000929
0.835864,22.00716,0.000536
0.835863,22.022977,0.000941
0.835866,22.040148,0.001133
0.835864,22.056265,0.00076
0.835867,22.065023,0.001037
0.835866,22.071625,0.000842
0.835867,22.077724,0.000555
0.835865,22.087914,0.000708
0.835867,22.097758,0.000608
0.835867,22.109224,0.000588
0.835868,22.112513,0.000675
0.835869,22.120021,0.000481
0.835866,22.125646,0.00114
0.83587,22.125216,0.001346
0.835867,22.1339,0.001067
0.835868,22.130151,0.000725
0.835871,22.130221,0.001096
0.835867,22.131241,0.001431
0.835866,22.122057,0.000593
0.835866,22.110061,0.000609
0.835871,22.095049,0.001107
0.835868,22.095206,0.001085
0.83587,22.096742,0.000884
0.835867,22.09883,0.000734
0.835864,22.099842,0.00127
0.83587,22.097829,0.001886
0.835869,22.101393,0.00077
0.835869,22.101736,0.000403
0.83587,22.099125,0.000596
0.835869,22.099267,0.00082
0.835867,22.087896,0.000782
0.835871,22.093708,0.001523
0.835866,22.081745,0.002111
0.835868,22.055193,0.000735
0.835869,22.039158,0.00098
0.835869,22.025043,0.001036
0.83587,22.017578,0.001133
0.835869,22.015843,0.000793
0.835869,22.011665,0.00043
0.835868,22.026588,0.000544
0.835866,22.034288,0.001056
0.835866,22.032462,0.00071
0.835866,22.030368,0.000673
0.835867,22.042683,0.000589
0.83587,22.050386,0.000879
0.835868,22.054669,0.001017
0.835865,22.060292,0.000688
0.835868,22.068041,0.001044
0.835865,22.076941,0.001079
0.835868,22.083934,0.000995
0.835866,22.086079,0.001052
0.83587,22.086132,0.000981
0.835868,22.089009,0.000782
0.835868,22.084892,0.00071
0.835869,22.094193,0.000582
0.835869,22.095162,0.000446
0.835872,22.102974,0.000855
0.835869,22.109726,0.001012
0.835871,22.096602,0.000938
0.83587,22.093994,0.000405
0.83587,22.094641,0.000472
0.835868,22.091285,0.000728
0.835869,22.090688,0.000728
0.835868,22.09619,0.00052
0.835867,22.097375,0.00057
0.835866,22.099336,0.000665
0.835865,22.087896,0.000455
0.835866,22.069977,0.000393
0.835867,22.070802,0.000568
0.835868,22.076759,0.000659
0.835864,22.062686,0.001282
0.835864,22.052837,0.000741
0.835868,22.048995,0.001621
0.835866,22.048585,0.001251
0.835864,22.055707,0.000569
0.835862,22.061519,0.000755
0.835861,22.064723,0.000871
0.835867,22.070475,0.001809
0.835867,22.070065,0.000614
0.835867,22.06048,0.000745
0.835868,22.052685,0.000628
0.835868,22.054126,0.001139
0.835867,22.059252,0.000717
0.835869,22.071134,0.000703
0.835869,22.077514,0.000514
0.835869,22.073254,0.000644
0.83587,22.066934,0.000628
0.835871,22.056102,0.000968
0.83587,22.044549,0.000851
0.835873,22.031702,0.001272
0.835871,22.022076,0.001502
0.835872,22.021227,0.001033
0.835873,22.01901,0.000623
0.835874,22.023947,0.000473
0.835873,22.024189,0.000834
0.835874,22.044403,0.000774
0.835875,22.068774,0.000435
0.835874,22.091859,0.000484
0.835879,22.115965,0.00191
0.835875,22.137447,0.001479
0.835878,22.153731,0.001177
0.835878,22.166607,0.00085
0.835879,22.171085,0.000739
0.835884,22.175272,0.001067
0.835886,22.185072,0.000923
0.835885,22.19569,0.000512
0.835886,22.207379,0.00046
0.835887,22.219798,0.000473
0.835887,22.228248,0.00046
0.83589,22.237951,0.000894
0.835891,22.231436,0.000533
0.835892,22.215091,0.000825
0.835892,22.209592,0.000678
0.835893,22.204619,0.000943
0.835896,22.212022,0.00103
0.835893,22.211788,0.001075
0.835895,22.205847,0.000835
0.835897,22.196003,0.000639
0.8359,22.187937,0.000669
0.835899,22.173622,0.000482
0.835898,22.159928,0.000522
0.835898,22.144717,0.000499
0.835899,22.137865,0.000528
0.8359,22.132407,0.000502
0.835902,22.130868,0.000759
0.835902,22.115392,0.000432
0.835901,22.104137,0.000781
0.835903,22.087687,0.000659
0.835901,22.071985,0.000583
0.835901,22.063132,0.000592
0.835902,22.056107,0.000724
0.835903,22.050873,0.000707
0.835901,22.041572,0.001005
0.835904,22.040771,0.001037
0.835904,22.042198,0.0008
0.835904,22.037563,0.000819
0.835905,22.0312,0.000428
0.835906,22.038178,0.001256
0.835922,22.040857,0.004899
0.83592,22.033976,0.001561
0.835914,22.040357,0.001106
0.835916,22.044893,0.000735
0.835918,22.053718,0.000841
0.835917,22.063063,0.00039
0.835917,22.0726,0.000572
0.835918,22.085515,0.000784
0.835915,22.106196,0.001195
0.835917,22.11698,0.000624
0.835917,22.124261,0.000474
0.835916,22.13463,0.000449
0.835915,22.149639,0.000402
0.835914,22.152505,0.000297
0.835914,22.153713,0.000365
0.83591,22.157073,0.001302
0.835913,22.170071,0.000676
0.835914,22.178728,0.000572
0.835913,22.189262,0.000422
0.835913,22.194562,0.000538
0.835912,22.199043,0.000553
0.835913,22.202429,0.000482
0.83591,22.19896,0.00107
0.835909,22.201923,0.000545
0.83591,22.214236,0.000675
0.835911,22.216747,0.000751
0.835915,22.22041,0.000907
0.835913,22.22426,0.000743
0.835911,22.22432,0.000494
0.835911,22.218929,0.000875
0.835909,22.211258,0.000852
0.835909,22.210754,0.000486
0.835909,22.213116,0.000505
0.835909,22.221014,0.000399
0.835908,22.221203,0.000577
0.835907,22.225741,0.00071
0.835906,22.219667,0.000416
0.835907,22.216156,0.000544
0.835903,22.214803,0.001407
0.835904,22.221173,0.000706
0.835905,22.2158,0.000856
0.835905,22.20288,0.000537
0.835902,22.200916,0.001192
0.835903,22.198569,0.00048
0.835903,22.199221,0.000391
0.835901,22.199785,0.000703
0.835901,22.184937,0.000574
0.835896,22.167527,0.001601
0.835902,22.166639,0.002114
0.835903,22.167946,0.000692
0.835902,22.16203,0.000597
0.835901,22.155743,0.000714
0.835902,22.158205,0.000517
0.835898,22.153585,0.001516
0.835899,22.152135,0.000839
0.835896,22.162971,0.001264
0.835901,22.168056,0.001146
0.835898,22.162966,0.000738
0.8359,22.174441,0.000574
0.835898,22.172375,0.000687
0.835896,22.176825,0.000917
0.835896,22.175568,0.000541
0.835896,22.175404,0.000404
0.835895,22.172346,0.000449
0.835897,22.168149,0.000735
0.835893,22.161439,0.001278
0.835895,22.163249,0.000936
0.835895,22.162727,0.000646
0.835897,22.16387,0.001234
0.835896,22.169815,0.001111
0.835897,22.165095,0.000787
0.835895,22.166559,0.000766
0.835894,22.146514,0.00089
0.835896,22.136011,0.000618
0.835892,22.127189,0.001195
0.835893,22.133095,0.001035
0.835893,22.133442,0.000822
0.835895,22.129617,0.000866
0.835891,22.128724,0.001098
0.835892,22.137654,0.001074
0.835893,22.142888,0.000948
0.835895,22.141647,0.000968
0.835891,22.133687,0.00159
0.835889,22.126177,0.000778
0.835888,22.12797,0.00059
0.835883,22.132619,0.00126
0.835881,22.139732,0.000492
0.835879,22.133162,0.001257
0.835879,22.122084,0.000632
0.835877,22.120293,0.00059
0.835878,22.120308,0.000699
0.835878,22.121709,0.000986
0.835878,22.123906,0.000767
0.835876,22.129411,0.00069
0.835876,22.127431,0.000494
0.835871,22.130904,0.001159
0.835874,22.129899,0.000972
0.835876,22.12658,0.000759
0.835876,22.124176,0.000749
0.835873,22.121907,0.000866
0.835876,22.121309,0.001075
0.835873,22.126292,0.001489
0.835873,22.12606,0.00052
0.835875,22.130407,0.000482
0.835874,22.132548,0.000413
0.835871,22.132176,0.000839
0.835875,22.130033,0.00095
0.835872,22.122605,0.001041
0.835873,22.119642,0.000947
0.835871,22.117814,0.001314
0.835871,22.123874,0.000465
0.83587,22.136973,0.000641
0.835871,22.130242,0.000953
0.835872,22.125065,0.000454
0.835871,22.132421,0.000489
0.835868,22.130856,0.001124
0.835869,22.131533,0.000915
0.835872,22.128545,0.000774
0.83587,22.119289,0.000508
0.83587,22.118195,0.000463
0.83587,22.126448,0.000381
0.835872,22.117685,0.000413
0.835871,22.116999,0.000746
0.835867,22.115908,0.00157
0.835868,22.108275,0.000364
0.835868,22.105392,0.000342
0.835869,22.106635,0.000805
0.835866,22.104877,0.001034
0.835866,22.100544,0.000546
0.835869,22.10434,0.001528
0.835867,22.102158,0.000993
0.835866,22.104272,0.000467
0.835865,22.102466,0.000475
0.835865,22.106454,0.000657
0.835868,22.102641,0.001073
0.835866,22.102975,0.000596
0.835867,22.107308,0.000534
0.835867,22.10626,0.000428
0.835865,22.110064,0.000917
0.835864,22.104092,0.00067
0.835864,22.101058,0.00062
0.835861,22.099702,0.001025
0.835864,22.095313,0.001282
0.835863,22.091462,0.000784
0.835863,22.097023,0.000646
0.835866,22.102983,0.000791
0.835863,22.107905,0.001106
0.835865,22.112371,0.000896
0.83586,22.113206,0.001416
0.835863,22.112794,0.000981
0.835863,22.113633,0.000585
0.835863,22.11454,0.000614
0.835863,22.115546,0.00064
0.835859,22.1094,0.000843
0.83586,22.109777,0.000624
0.835861,22.109885,0.000636
0.835862,22.106046,0.000408
0.835858,22.102874,0.001172
0.83586,22.099651,0.000811
0.835855,22.082231,0.001809
0.835857,22.077654,0.001303
0.835858,22.077783,0.000562
0.835858,22.080154,0.000572
0.835856,22.077067,0.000765
0.835852,22.079789,0.001154
0.835853,22.082914,0.000462
0.835854,22.09331,0.000679
0.835856,22.095513,0.000708
0.835856,22.089843,0.00062
0.835853,22.095555,0.001071
0.835855,22.096206,0.001093
0.835853,22.102037,0.000744
0.835855,22.109839,0.000376
0.835854,22.101759,0.000531
0.835854,22.100262,0.0006
0.835854,22.098012,0.000538
0.835854,22.095773,0.000546
0.835854,22.094657,0.000521
0.835852,22.099098,0.000476
0.835852,22.096933,0.001057
0.835854,22.10114,0.001044
0.835852,22.100555,0.000782
0.835853,22.102012,0.000985
0.835854,22.104724,0.000315
0.835855,22.093987,0.0004
0.835853,22.090506,0.000715
0.835853,22.089768,0.00081
0.835855,22.094474,0.001377
0.835851,22.091178,0.001879
0.835852,22.082503,0.001131
0.835852,22.069577,0.000381
0.835852,22.06965,0.000455
0.835853,22.070702,0.000898
0.835851,22.06915,0.001014
0.835854,22.064318,0.00097
0.835851,22.07119,0.001189
0.835849,22.076656,0.001158
0.835851,22.080133,0.001014
0.835856,22.076702,0.001706
0.835852,22.079173,0.001366
0.835853,22.070881,0.00036
0.835852,22.073901,0.000532
0.835852,22.069341,0.000568
0.83585,22.068081,0.000421
0.835853,22.074211,0.000772
0.835851,22.072907,0.000764
0.835851,22.080052,0.000579
0.835853,22.085053,0.000583
0.83585,22.083023,0.000993
0.835849,22.088152,0.000604
0.835853,22.08342,0.001101
0.835851,22.078623,0.000791
0.83585,22.07934,0.000656
0.835848,22.084118,0.001103
0.835847,22.090616,0.001491
0.83585,22.086188,0.001409
0.835852,22.08293,0.00102
0.835847,22.080063,0.001208
0.835851,22.086448,0.001127
0.83585,22.091568,0.000783
0.835854,22.09304,0.001441
0.83585,22.084495,0.00159
0.835851,22.080634,0.000317
0.835849,22.077186,0.001063
0.83585,22.079917,0.000464
0.835851,22.079329,0.00079
0.835847,22.076339,0.001639
0.835851,22.074291,0.001394
0.83585,22.074733,0.000459
0.83585,22.069478,0.00045
0.83585,22.070734,0.000656
0.835849,22.068909,0.000469
0.835851,22.065205,0.000865
0.835847,22.063862,0.001825
0.835851,22.05178,0.001893
0.835851,22.038685,0.000728
0.835851,22.031904,0.000458
0.835852,22.035177,0.000687
0.835852,22.034141,0.000629
0.835854,22.03617,0.000699
